TRAVELER_ID,VISIT_AREA_ID,ACTIVITY_TYPE_CD,ACTIVITY_TYPE_SEQ,CONSUME_HIS_SEQ,CONSUME_HIS_SNO,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC,SGG_CD,PAYMENT_DT_HOUR,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION
h000832,2306090008,2,0,0,3,5,6168200698.0,성산일출봉농협 하나로마트,제주특별자치도 서귀포시 성산읍 일주동로 4282,제주특별자치도 서귀포시 성산읍 고성리 1106-3,3349235.0,5013025924.0,2023-06,1,22900.0,피자(콤비네이션/치즈/고구마);사이즈업,,19,광주광역시,제주
h000832,2306090008,2,0,0,4,5,6168200698.0,성산일출봉농협하나로마트,제주특별자치도 서귀포시 성산읍 일주동로 4282,제주특별자치도 서귀포시 성산읍 고성리 1106-3,3349235.0,5013025924.0,2023-06,1,21000.0,오곡후라이드/양념/단짠;치킨(부위변경/다리/날개),,19,광주광역시,제주
h000832,2306100006,2,1,1,2,5,6564200593.0,선물가게바나나,제주특별자치도 서귀포시 일주서로 875,제주특별자치도 서귀포시 색달동 2353,3349236.0,5013011900.0,2023-06,1,6000.0,도다_스마트톡(해녀),,15,광주광역시,제주
h000832,2306100006,2,1,1,3,5,3431900632.0,제성제과올레시장점,제주특별자치도 서귀포시 중정로73번길 13,제주특별자치도 서귀포시 서귀동 275-37,4850838.0,5013010100.0,2023-06,1,12000.0,,,18,광주광역시,제주
h000832,2306100006,2,1,1,4,5,6169325865.0,농부네농수산,제주특별자치도 서귀포시 중정로73번길 20,제주특별자치도 서귀포시 서귀동 271-40,4850838.0,5013010100.0,2023-06,1,39000.0,,,18,광주광역시,제주
h000832,2306100006,2,1,1,5,5,7171600939.0,전주상회,제주특별자치도 서귀포시 중정로73번길 12,제주특별자치도 서귀포시 서귀동 272-27,4850838.0,5013010100.0,2023-06,1,5000.0,,,18,광주광역시,제주
h000833,2306290002,1,0,0,1,5,1138638602.0,루시의레몬네이드카페,제주특별자치도 제주시 구좌읍 금백조로 916,제주특별자치도 제주시 구좌읍 송당리 2303-1,3349228.0,5011025625.0,2023-06,1,32500.0,루시의 장미 레모네이드;루시의 우유 크림빵;초코샌드(벌크);아이스 텐저린 라떼;감귤꽃얼그레이,,12,경기도,제주
h000833,2306290003,1,0,0,1,5,6162842304.0,만덕이네,제주특별자치도 서귀포시 표선면 서성일로 16,제주특별자치도 서귀포시 표선면 성읍리 1623-3,3350145.0,5013032023.0,2023-06,1,74000.0,,,15,경기도,제주
h000833,2306300001,1,0,0,1,5,8566400308.0,봉순이네흑돼지,제주특별자치도 서귀포시 대정읍 영어도시로 64,제주특별자치도 서귀포시 대정읍 구억리 1010,3350505.0,5013025030.0,2023-06,1,90000.0,공기밥;흑돼지(3인) ,,14,경기도,제주
h000833,2306300004,1,0,0,1,5,2703200366.0,제주할망밥상,제주특별자치도 서귀포시 대정읍 최남단해안로 18,제주특별자치도 서귀포시 대정읍 하모리 2126-1,3350261.0,5013025022.0,2023-06,1,60000.0,할망그날 정식(1인),,19,경기도,제주
h000834,2306110002,1,0,0,1,1,1814600705.0,오쿠다공항점,제주특별자치도 제주시 용문로18길 60-5,제주특별자치도 제주시 용담이동 2696-30,4848429.0,5011010900.0,2023-06,1,28000.0,전복돌솥밥;전복뚝배기+영양돌,,12,인천광역시,제주
h000834,2306110005,1,0,0,1,1,6198503981.0,델문도 인 김녕,제주특별자치도 제주시 구좌읍 해맞이해안로 140,제주특별자치도 제주시 구좌읍 김녕리 462-15,3349242.0,5011025634.0,2023-06,1,15000.0,백향과귤에이드,,14,인천광역시,제주
h000834,2306110008,1,0,0,1,1,2543500763.0,숙자네숟가락젓가락,제주특별자치도 제주시 구좌읍 세평항로 45-2,제주특별자치도 제주시 구좌읍 평대리 3346-11,3349106.0,5011025633.0,2023-06,1,57000.0,갈치한상2인;공기밥,,19,인천광역시,제주
h000834,2306110009,1,0,0,1,1,7802800755.0,CU,제주특별자치도 제주시 구좌읍 문주란로 7,제주특별자치도 제주시 구좌읍 하도리 1488-5,3349070.0,5011025631.0,2023-06,1,25080.0,꽃보다오징어;켈리캔;밀러캔;써머스비캔;타이거자몽캔,,19,인천광역시,제주
h000834,2306120003,1,0,0,1,1,4405900244.0,달콩아재,제주특별자치도 제주시 우도면 우도해안길 810,제주특별자치도 제주시 우도면 연평리 1290-1,4848460.0,5011033021.0,2023-06,1,11000.0,땅콩아이스크림;한라봉아이스크림,,14,인천광역시,제주
h000834,2306120007,1,0,0,1,1,6352601028.0,꼬스뗀뇨,제주특별자치도 제주시 구좌읍 해맞이해안로 2080,제주특별자치도 제주시 구좌읍 종달리 150,3349242.0,5011025632.0,2023-06,1,13000.0,카페라떼(ICE);아메리카노(ICE),,16,인천광역시,제주
h000834,2306120008,1,0,0,1,1,5961100661.0,소금바치순이네,제주특별자치도 제주시 구좌읍 해맞이해안로 2196,제주특별자치도 제주시 구좌읍 종달리 42-5,3349242.0,5011025632.0,2023-06,1,30000.0,돌문어볶음(소),,18,인천광역시,제주
h000834,2306130002,1,0,0,1,1,2262391456.0,웨이브,제주특별자치도 서귀포시 표선면 표선당포로 10-4,제주특별자치도 서귀포시 표선면 표선리 40-46,3350284.0,5013032021.0,2023-06,1,37000.0,WAVE SET ,,12,인천광역시,제주
h000834,2306130004,1,0,0,1,1,4494500808.0,빽다방,제주특별자치도 제주시 조천읍 조함해안로 450,제주특별자치도 제주시 조천읍 함덕리 1025,3349182.0,5011025924.0,2023-06,1,4000.0,아메리카노(HOT);아이스크러시 오렌지,,16,인천광역시,제주
h000834,2306120009,2,0,0,1,1,6168174378.0,우도땅콩영농조합법인,제주특별자치도 제주시 우도면 우도해안길 1014,제주특별자치도 제주시 우도면 연평리 141-1,4848460.0,5011033021.0,2023-06,1,28000.0,볶음땅콩,,14,인천광역시,제주
h000835,2306200002,1,0,0,1,3,6991401320.0,카페 모알보알 제주,제주특별자치도 제주시 구좌읍 구좌해안로 141,제주특별자치도 제주시 구좌읍 김녕리 6159,3349024.0,5011025634.0,2023-06,1,25500.0,ICE한라봉 에이드;ICE패션후르츠,,10,충청북도,제주
h000835,2306200008,1,0,0,1,3,5094400632.0,상상,제주특별자치도 제주시 조천읍 신북로 487,제주특별자치도 제주시 조천읍 함덕리 1016,3349112.0,5011025924.0,2023-06,1,76000.0,제주 고등어봉초밥;후토마끼 half;흑돼지 스키야키;하이볼(가쿠);음료,,19,충청북도,제주
h000835,2306210002,1,0,0,1,3,3540502235.0,숙성도 함덕점,제주특별자치도 제주시 조천읍 함덕로 40,제주특별자치도 제주시 조천읍 함덕리 산 14-13,3349217.0,5011025924.0,2023-06,1,78000.0,삼겹살;1%목살;갈치속젓볶음밥;콜라(제로),,12,충청북도,제주
h000835,2306210004,1,0,0,1,3,3890100370.0,앨리스,제주특별자치도 제주시 서광로32길 36-1,제주특별자치도 제주시 이도이동 1188-15,4847897.0,5011010400.0,2023-06,1,18000.0,생망고빙수(2-3인),,15,충청북도,제주
h000835,2306210001,2,0,0,1,3,4181318754.0,달카라멜,제주특별자치도 제주시 조천읍 신북로 601,제주특별자치도 제주시 조천읍 함덕리 286-8,3349112.0,5011025924.0,2023-06,1,3800.0,스틱-핫;스틱,,11,충청북도,제주
h000835,2306210006,2,0,0,1,3,7840401518.0,아베베베이커리,제주특별자치도 제주시 동문로6길 4,제주특별자치도 제주시 일도일동 1136-2,4847602.0,5011010100.0,2023-06,1,2900.0,가시리 흑임자 크림 도너츠,,16,충청북도,제주
h000835,2306210007,2,0,0,1,3,6169155725.0,강진수산,제주특별자치도 제주시 동문로2길 12,제주특별자치도 제주시 일도일동 1480-4,4847600.0,5011010100.0,2023-06,1,25000.0,,,16,충청북도,제주
h000835,2306210007,2,0,0,2,3,6162612320.0,오복떡집,제주특별자치도 제주시 동문로2길 10,제주특별자치도 제주시 일도일동 1480-3,4847600.0,5011010100.0,2023-06,1,40000.0,,,17,충청북도,제주
h000835,2306210007,2,0,0,3,3,1102217305.0,태향제주특산물할인매장,제주특별자치도 제주시 동문로4길 24,제주특별자치도 제주시 일도일동 1481-4,4847601.0,5011010100.0,2023-06,1,60000.0,,,17,충청북도,제주
h000835,2306210007,2,0,0,4,3,4179440908.0,우리수산,제주특별자치도 제주시 동문로2길 10,제주특별자치도 제주시 일도일동 1480-3,4847600.0,5011010100.0,2023-06,1,10000.0,,,17,충청북도,제주
h000835,2306210007,2,0,0,5,3,6169137407.0,자갈치상회,제주특별자치도 제주시 중앙로11길 8,제주특별자치도 제주시 이도일동 1349-22,4848759.0,5011010300.0,2023-06,1,30000.0,,,17,충청북도,제주
h000837,2306230003,1,0,0,1,4,3061698572.0,수월봉별난횟집,제주특별자치도 제주시 한경면 노을해안로 1150,제주특별자치도 제주시 한경면 고산리 3613,3349230.0,5011031023.0,2023-06,1,32000.0,낚시(2인);낚시(1이니)어린이;음료수,,12,경상북도,제주
h000837,2306240001,1,0,0,1,4,6013364839.0,당케올레국수,제주특별자치도 서귀포시 표선면 민속해안로 584,제주특별자치도 서귀포시 표선면 표선리 40-36,3350090.0,5013032021.0,2023-06,1,38000.0,보말칼국수;보말죽,,10,경상북도,제주
h000837,2306240003,1,0,0,1,4,8255700631.0,당포로나인돈카츠,제주특별자치도 서귀포시 표선면 표선당포로 9,제주특별자치도 서귀포시 표선면 표선리 43-1,3350284.0,5013032021.0,2023-06,1,56000.0,제주흑돈카츠;왕치즈롤카츠,,17,경상북도,제주
h000837,2306250005,1,0,0,1,4,7840402370.0,부부키친,제주특별자치도 서귀포시 성산읍 서성일로 1024,제주특별자치도 서귀포시 성산읍 수산리 246-10,3350145.0,5013025925.0,2023-06,1,39000.0,치킨난반단품;새우튀김 냉소바;면사리 추가,,16,경상북도,제주
h000837,2306250006,1,0,0,1,4,6168535636.0,빽다방 베이커리,제주특별자치도 제주시 서해안로 291-5,제주특별자치도 제주시 도두이동 1679,3349093.0,5011012800.0,2023-06,1,12500.0,초코라떼(ICED);레모네이드;아메리카노(ICED);빽s카페라떼(ICED),,20,경상북도,제주
h000837,2306220005,2,0,0,1,4,2468501937.0,(주)파리크라상,제주특별자치도 제주시 공항로 2,제주특별자치도 제주시 용담이동 2002,3349012.0,5011010900.0,2023-06,1,36500.0,우유가좋은뽀로로케익;뽀로로롤리초코;제주마음샌드;제주마음샌드한라봉,,18,경상북도,제주
h000837,2306250002,1,1,1,1,4,1353600493.0,파리바게뜨,제주특별자치도 서귀포시 표선면 표선중앙로 89,제주특별자치도 서귀포시 표선면 표선리 624-2,3350287.0,5013032021.0,2023-06,1,18200.0,BLT샌드위치;추억의소시지빵;뽀로로가 좋아하는 딸기 키즈케익,,10,경상북도,제주
h000837,2306230004,1,2,2,1,4,1773101069.0,컴포즈커피,제주특별자치도 서귀포시 안덕면 일주서로 1399,제주특별자치도 서귀포시 안덕면 창천리 414-1,3349236.0,5013031022.0,2023-06,1,7900.0,아메리카노(I) T/O;카페라떼(I) T/O;쿠키초코라떼(I) T/O,,14,경상북도,제주
h000837,2306250002,1,2,2,1,4,7792801190.0,더벤티,제주특별자치도 서귀포시 표선면 민속해안로 577,제주특별자치도 서귀포시 표선면 표선리 40-41,3350090.0,5013032021.0,2023-06,1,2800.0,(아이스)아메리카노,,10,경상북도,제주
h000837,2306230004,2,3,3,1,4,4991101582.0,CU,제주특별자치도 서귀포시 안덕면 일주서로 1723,제주특별자치도 서귀포시 안덕면 화순리 1233-3,3349236.0,5013031021.0,2023-06,1,6100.0,명도)피카츄러스;하이츄사워레몬맛;멘토스레인보우;닭다리후라이드,,00,경상북도,제주
h000837,2306230004,2,5,5,1,4,6162751499.0,CU,제주특별자치도 서귀포시 표선면 민속해안로 587,제주특별자치도 서귀포시 표선면 표선리 40-34,3350090.0,5013032021.0,2023-06,1,11100.0,칭따오캔;써머스비캔;타이거캔;친환경봉투판매용,,00,경상북도,제주
h000844,2306090005,1,0,0,1,2,2558702384.0,황금손가락이도점,제주특별자치도 제주시 구남동1길 44,제주특별자치도 제주시 아라이동 3012-1,4847224.0,5011011800.0,2023-06,1,32000.0,활어;소고기;장어;계란;유부,,13,제주특별자치도,제주
h000844,2306090004,2,0,0,1,2,6168212724.0,제주시농협 하나로마트제주점,제주특별자치도 제주시 남광로 206,제주특별자치도 제주시 일도이동 1,3349035.0,5011010200.0,2023-06,1,26833.0,적상추/국산;오뚜기케-큐브;백설하얀설탕;돈오겹살/제주,,12,제주특별자치도,제주
h000844,2306090002,1,3,3,1,2,2678102901.0,주식회사 스테이에셋,제주특별자치도 서귀포시 성산읍 서성일로 433,제주특별자치도 서귀포시 성산읍 난산리 2682,3350145.0,5013025931.0,2023-06,1,1000.0,마쉬멜로우,,20,제주특별자치도,제주
h000849,2307080001,1,0,0,1,2,4748502394.0,LONDON BAGLE MUSEUM,제주특별자치도 제주시 구좌읍 동복로 85,제주특별자치도 제주시 구좌읍 동복리 719-1,3349058.0,5011025621.0,2023-07,1,45800.0,Jambon butter;Spring onion P;Pretzel Plain bagel;Salt butter bagel;Plain bagel,,10,제주특별자치도,제주
h000849,2307080004,1,0,0,1,2,6162874709.0,인,제주특별자치도 제주시 구좌읍 해맞이해안로 943,제주특별자치도 제주시 구좌읍 한동리 1638,3349242.0,5011025630.0,2023-07,1,15000.0,레몬에이드;백향과차 ,,13,제주특별자치도,제주
h000849,2307090003,3,0,0,1,2,6163018001.0,이런날엔,제주특별자치도 제주시 구좌읍 해맞이해안로 1000,제주특별자치도 제주시 구좌읍 한동리 1358-4,3349242.0,5011025630.0,2023-07,1,45500.0,,,11,제주특별자치도,제주
h000849,2307090002,6,2,2,1,2,6168201377.0,시흥리어촌계,제주특별자치도 서귀포시 성산읍 시흥하동로57번길 23,제주특별자치도 서귀포시 성산읍 시흥리 835-5,4850521.0,5013025923.0,2023-07,1,22000.0,,,10,제주특별자치도,제주
h000852,2306090003,1,0,0,1,2,,불닭공장,제주특별자치도 서귀포시 태평로353번길 4,제주특별자치도 서귀포시 서귀동 817-2,4850953.0,5013010100.0,2023-06,1,26000.0,,,23,부산광역시,제주
h000852,2306100002,1,0,0,1,2,8413100778.0,천일만두,제주특별자치도 서귀포시 서문로 25,제주특별자치도 서귀포시 서귀동 306-5,3350343.0,5013010100.0,2023-06,1,16000.0,군만두고기;볶음밥,,13,부산광역시,제주
h000852,2306110002,1,0,0,1,2,5520500092.0,난드르바당,제주특별자치도 서귀포시 하예하동로16번길 11-1,제주특별자치도 서귀포시 하예동 1798-4,4851091.0,5013012100.0,2023-06,1,67000.0,,,20,부산광역시,제주
h000852,2306120002,1,0,0,1,2,2702900615.0,소리원 저지점,제주특별자치도 제주시 한경면 중산간서로 3679,제주특별자치도 제주시 한경면 저지리 1849-3,3349239.0,5011031030.0,2023-06,1,30000.0,탕수육 소;짜장면,,13,부산광역시,제주
h000852,2306130001,1,0,0,1,2,3664800353.0,세화갈비,제주특별자치도 제주시 구좌읍 구좌로 39,제주특별자치도 제주시 구좌읍 세화리 1452-18,3349023.0,5011025628.0,2023-06,1,54500.0,매운소왕갈비찜(2);음료;볶음밥;치즈토핑,,12,부산광역시,제주
h000852,2306120006,2,0,0,1,2,1652501139.0,야시장이동식판매대(16호),제주특별자치도 제주시 중앙로13길 16-12,제주특별자치도 제주시 이도일동 1329-6,4848761.0,5011010300.0,2023-06,1,5000.0,,,21,부산광역시,제주
h000852,2306120003,3,0,0,1,2,6162432093.0,환상숲곶자왈공원,제주특별자치도 제주시 한경면 녹차분재로 594-1,제주특별자치도 제주시 한경면 저지리 2848-2,3349232.0,5011031030.0,2023-06,1,10000.0,입장권,,13,부산광역시,제주
h000852,2306120006,2,0,0,2,2,8169900748.0,동경식육점,제주특별자치도 제주시 관덕로14길 10,제주특별자치도 제주시 이도일동 1349-5,4847160.0,5011010300.0,2023-06,1,22000.0,,,21,부산광역시,제주
h000852,2306120006,2,0,0,3,2,4179440908.0,우리수산,제주특별자치도 제주시 동문로2길 10,제주특별자치도 제주시 일도일동 1480-3,4847600.0,5011010100.0,2023-06,1,10000.0,,,21,부산광역시,제주
h000852,2306110001,1,1,1,1,2,6161999009.0,쌍둥이횟집,제주특별자치도 서귀포시 중정로62번길 14,제주특별자치도 서귀포시 서귀동 496-18,4850837.0,5013010100.0,2023-06,1,40000.0,쌍둥이세트 ,,12,부산광역시,제주
h000852,2306130003,1,1,1,1,2,6162741083.0,목화식당휴게소,제주특별자치도 서귀포시 성산읍 해맞이해안로 2526,제주특별자치도 서귀포시 성산읍 시흥리 1270-1,3349242.0,5013025923.0,2023-06,1,12500.0,,,13,부산광역시,제주
h000855,2306120005,1,0,0,1,5,7870301903.0,도토리키친 본점,제주특별자치도 제주시 북성로 59,제주특별자치도 제주시 삼도이동 1158-1,3349076.0,5011010600.0,2023-06,1,37500.0,청귤+유부;청귤+고로케;청귤소바,,13,전라남도,제주
h000855,2306120009,1,0,0,1,5,,숙성도 함덕점,제주특별자치도 제주시 조천읍 함덕로 40,제주특별자치도 제주시 조천읍 함덕리 산 14-13,3349217.0,5011025924.0,2023-06,1,161000.0,,,20,전라남도,제주
h000855,2306130003,1,0,0,1,5,6585000653.0,헤월정 서귀포점,제주특별자치도 서귀포시 대정읍 형제해안로 262,제주특별자치도 서귀포시 대정읍 상모리 80,3350316.0,5013025021.0,2023-06,1,67000.0,보말칼국수;보말죽,,14,전라남도,제주
h000855,2306140003,1,0,0,1,5,7698800261.0,주식회사 본태인터내셔널,제주특별자치도 제주시 애월읍 애월북서길 56-1,제주특별자치도 제주시 애월읍 애월리 2546,4848229.0,5011025334.0,2023-06,1,19000.0,생딸기라떼;ICE 아메리카노;컵보증금 ,,14,전라남도,제주
h000855,2306140004,1,0,0,1,5,7870301903.0,도토리키친,제주특별자치도 제주시 북성로 59,제주특별자치도 제주시 삼도이동 1158-1,3349076.0,5011010600.0,2023-06,1,55500.0,청귤+고로케;청귤소바;곱빼기;유부,,15,전라남도,제주
h000857,2306130002,1,0,0,1,1,8210202700.0,오징어버터구이,제주특별자치도 서귀포시 중정로61번길 20,제주특별자치도 서귀포시 서귀동 276-19,4850836.0,5013010100.0,2023-06,1,15000.0,,,18,부산광역시,제주
h000857,2306140001,1,0,0,1,1,3908701499.0,오설록 티뮤지엄,제주특별자치도 서귀포시 안덕면 신화역사로 15,제주특별자치도 서귀포시 안덕면 서광리 1235-1,3350197.0,5013031027.0,2023-06,1,5800.0,[T]제주 말차 소프트 아이스크림,,13,부산광역시,제주
h000857,2306150001,1,0,0,1,1,8200901935.0,난산리식당,제주특별자치도 서귀포시 성산읍 난산로41번길 38,제주특별자치도 서귀포시 성산읍 난산리 1054-1,4851206.0,5013025931.0,2023-06,1,25000.0,런치;와인 ,,14,부산광역시,제주
h000857,2306150008,2,0,0,1,1,6075783918.0,한라통닭,제주특별자치도 서귀포시 중정로73번길 13,제주특별자치도 서귀포시 서귀동 275-37,4850838.0,5013010100.0,2023-06,1,7000.0,,,20,부산광역시,제주
h000857,2306130002,1,0,0,2,1,7078101787.0,야끼소바,제주특별자치도 서귀포시 중정로61번길 20,제주특별자치도 서귀포시 서귀동 276-19,4850836.0,5013010100.0,2023-06,1,10000.0,,,18,부산광역시,제주
h000857,2306150008,2,0,0,2,1,7078101787.0,킹크랩치즈그라탕,제주특별자치도 서귀포시 중정로61번길 20,제주특별자치도 서귀포시 서귀동 276-19,4850836.0,5013010100.0,2023-06,1,9000.0,,,20,부산광역시,제주
h000857,2306130002,1,0,0,3,1,6075783918.0,한라통닭,제주특별자치도 서귀포시 중정로73번길 13,제주특별자치도 서귀포시 서귀동 275-37,4850838.0,5013010100.0,2023-06,1,12000.0,,,18,부산광역시,제주
h000857,2306150008,2,0,0,3,1,8210202700.0,오징어버터구이,제주특별자치도 서귀포시 중정로61번길 20,제주특별자치도 서귀포시 서귀동 276-19,4850836.0,5013010100.0,2023-06,1,13000.0,,,20,부산광역시,제주
h000857,2306150008,2,0,0,4,1,,닭다리잡고스테이크,제주특별자치도 서귀포시 중정로61번길 20,제주특별자치도 서귀포시 서귀동 276-19,4850836.0,5013010100.0,2023-06,1,10000.0,,,21,부산광역시,제주
h000857,2306140001,2,1,1,1,1,3908701499.0,오설록 제주 티뮤지엄,제주특별자치도 서귀포시 안덕면 신화역사로 15,제주특별자치도 서귀포시 안덕면 서광리 1235-1,3350197.0,5013031027.0,2023-06,1,12000.0,오설록 그린티라떼더블샷,,13,부산광역시,제주
h000858,2306230003,1,0,0,1,2,7728501964.0,양대감,제주특별자치도 제주시 원노형로 36,제주특별자치도 제주시 노형동 939-4,3349162.0,5011012200.0,2023-06,1,88000.0,흑돼지600;한라산17;물냉면 ,,22,세종특별자치시,제주
h000858,2306230004,1,0,0,1,2,6181847626.0,제주공간,제주특별자치도 제주시 노연로 34,제주특별자치도 제주시 노형동 930-5,3349041.0,5011012200.0,2023-06,1,33000.0,랍스터 치즈세트,,23,세종특별자치시,제주
h000858,2306240006,1,0,0,1,2,4052200094.0,거멍국수,제주특별자치도 서귀포시 안덕면 사계로114번길 53-14,제주특별자치도 서귀포시 안덕면 사계리 522-1,4850311.0,5013031025.0,2023-06,1,22000.0,회국수;고기비빔국수,,14,세종특별자치시,제주
h000858,2306240008,1,0,0,1,2,6822801275.0,숙성돈가,제주특별자치도 서귀포시 중문관광로 312,제주특별자치도 서귀포시 중문동 2451,3350251.0,5013011200.0,2023-06,1,64000.0,제주막걸리;전복반반세트+김치 ,,18,세종특별자치시,제주
h000858,2306240005,2,0,0,1,2,3863201132.0,보틀리에 ,제주특별자치도 제주시 월랑로10길 6,제주특별자치도 제주시 노형동 1054-1,4848524.0,5011012200.0,2023-06,3,41600.0,와인;에스푸나 초리조 슬라이스 ,,13,세종특별자치시,제주
h000858,2306250005,2,0,0,1,2,5086322537.0,연지농수산마트,제주특별자치도 제주시 다호북길 111,제주특별자치도 제주시 도두이동 414-5,4847444.0,5011012800.0,2023-06,1,44000.0,잡화 ,,17,세종특별자치시,제주
h000858,2306240009,3,0,0,1,2,2048700980.0,주식회사 케이스포츠가인볼링센터,제주특별자치도 서귀포시 중문관광로72번길 35,제주특별자치도 서귀포시 색달동 2812-4,4850763.0,5013011900.0,2023-06,1,33400.0,,,23,세종특별자치시,제주
h000861,2306180001,1,0,0,1,4,6095369272.0,노을해안1014,제주특별자치도 제주시 한경면 노을해안로 1014,제주특별자치도 제주시 한경면 고산리 3431-1,3349230.0,5011031023.0,2023-06,1,16000.0,쿠키앤크림스무디;캐모마일-ice;아메리카노-ice,,12,제주특별자치도,제주
h000861,2306180003,3,0,0,1,4,5122501596.0,레이저아레나엑스,제주특별자치도 서귀포시 소보리당로164번길 5,제주특별자치도 서귀포시 상예동 2899,4850485.0,5013012000.0,2023-06,1,105000.0,올인원,,16,제주특별자치도,제주
h000861,2306180001,3,1,1,1,4,6095369272.0,노을해안1014,제주특별자치도 제주시 한경면 노을해안로 1014,제주특별자치도 제주시 한경면 고산리 3431-1,3349230.0,5011031023.0,2023-06,1,45000.0,바이크체험,,12,제주특별자치도,제주
h000866,2306090004,1,0,0,1,9,4257100290.0,흑돼지패밀리,제주특별자치도 서귀포시 남원읍 중산간동로 6924,제주특별자치도 서귀포시 남원읍 위미리 3935-1,3349238.0,5013025327.0,2023-06,1,267000.0,4인추천 (1);공기밥;소주;맥주;음료수,,18,서울특별시,제주
h000866,2306100003,1,0,0,1,9,6345500443.0,제주바다해찬,제주특별자치도 제주시 한림읍 한림로 326,제주특별자치도 제주시 한림읍 협재리 2514-28,3349208.0,5011025031.0,2023-06,1,121000.0,전복죽;고등어구이;해찬물회;[s]소면추가,,14,서울특별시,제주
h000866,2306100006,1,0,0,1,9,6169221300.0,섬수산,제주특별자치도 서귀포시 보목로 47,제주특별자치도 서귀포시 보목동 619,3350097.0,5013011000.0,2023-06,1,409000.0,,,19,서울특별시,제주
h000866,2306110004,1,0,0,1,9,2038143363.0,(주)호텔신라,제주특별자치도 서귀포시 중문관광로72번길 75,제주특별자치도 서귀포시 색달동 3039-3,4850763.0,5013011900.0,2023-06,1,530000.0,brunch b/f (A);n/brunch b/f(C),,12,서울특별시,제주
h000866,2306090002,3,0,0,1,9,7238700711.0,제주스누피가든,제주특별자치도 제주시 구좌읍 금백조로 930,제주특별자치도 제주시 구좌읍 송당리 2303-3,3349228.0,5011025625.0,2023-06,1,102000.0,입장권,,12,서울특별시,제주
h000866,2306100002,3,0,0,1,9,6168622439.0,모노리스 제주파크(주),제주특별자치도 제주시 애월읍 천덕로 880-24,제주특별자치도 제주시 애월읍 어음리 산 131-3,3349188.0,5011025336.0,2023-06,1,178500.0,,,09,서울특별시,제주
h000866,2306100005,3,0,0,1,9,2218520293.0,도치돌농업회사법인,제주특별자치도 제주시 애월읍 도치돌길 293,제주특별자치도 제주시 애월읍 납읍리 102,4847546.0,5011025335.0,2023-06,1,120000.0,체험권,,15,서울특별시,제주
h000866,2306100004,3,1,1,1,9,2118751959.0,아르떼뮤지엄,제주특별자치도 제주시 애월읍 어림비로 478,제주특별자치도 제주시 애월읍 어음리 1503,3349133.0,5011025336.0,2023-06,1,129000.0,입장권,,14,서울특별시,제주
h000868,2306110003,1,0,0,1,4,2351901626.0,봄봄 제주영어도시점,제주특별자치도 서귀포시 대정읍 에듀시티로239번길 8,제주특별자치도 서귀포시 대정읍 보성리 2476,4852215.0,5013025029.0,2023-06,1,5600.0,티라미수스틱케익;초콜릿스틱케익;슈스틱,,17,제주특별자치도,제주
h000868,2306110004,1,0,0,1,4,6162675043.0,홍성방,제주특별자치도 서귀포시 대정읍 하모항구로 76,제주특별자치도 서귀포시 대정읍 하모리 938-4,3350299.0,5013025022.0,2023-06,1,57000.0,3인깐풍+탕수,,18,제주특별자치도,제주
h000869,2306230003,1,0,0,1,4,7661200404.0,고집돌우럭,제주특별자치도 서귀포시 일주서로 879,제주특별자치도 서귀포시 색달동 2351,3349236.0,5013011900.0,2023-06,1,58000.0,,,14,대구광역시,제주
h000869,2306230006,1,0,0,1,4,5551701676.0,숙성도,제주특별자치도 서귀포시 일주서로 966,제주특별자치도 서귀포시 색달동 2123,3349236.0,5013011900.0,2023-06,1,91000.0,흑삼겹살;1% 목살;생클라우드;한라산 순한(16도);공기밥,,19,대구광역시,제주
h000869,2306240004,1,0,0,1,4,6382801394.0,퍼랭,제주특별자치도 서귀포시 중문관광로 5,제주특별자치도 서귀포시 색달동 2316-1,3350251.0,5013011900.0,2023-06,1,125000.0,북적북적 모듬회한상(소);한라산17도,,21,대구광역시,제주
h000869,2306250001,3,0,0,1,4,1168119948.0,테디베어,제주특별자치도 서귀포시 중문관광로110번길 31,제주특별자치도 서귀포시 색달동 2889,4850761.0,5013011900.0,2023-06,1,50100.0,입장권,,10,대구광역시,제주
h000870,2306100006,1,0,0,1,1,4352701518.0,마씸,제주특별자치도 서귀포시 성산읍 고성동서로 2,제주특별자치도 서귀포시 성산읍 고성리 1431,3350017.0,5013025924.0,2023-06,1,51000.0,닭볶음탕;공기밥,,19,서울특별시,제주
h000871,2306270003,1,0,0,1,3,5994300680.0,동진식당,제주특별자치도 제주시 용화로 51-1,제주특별자치도 제주시 용담이동 622-2,3349157.0,5011010900.0,2023-06,1,29000.0,고기국수;고사리육개장;돔베랑순대랑,,11,인천광역시,제주
h000871,2306270005,1,0,0,1,3,5911002124.0,은식당,제주특별자치도 서귀포시 대정읍 최남단해안로 578,제주특별자치도 서귀포시 대정읍 상모리 133-6,3350261.0,5013025021.0,2023-06,1,41000.0,,,15,인천광역시,제주
